timestamp,accuracy,precision_low,recall_low,f1_low,precision_medium,recall_medium,f1_medium,precision_high,recall_high,f1_high,cv_mean_accuracy,cv_std_accuracy
2025-02-15 23:58:54,0.6125351077977697,0.6644460084043199,0.8513810664871868,0.7463869205514926,0.5356309277612307,0.5342537152263487,0.5349414350831011,0.5907280461701032,0.052049810441475594,0.09567001261587406,0.6126139368888087,0.00018921251818586126
